time,embedding_dim,seq_length,num_filters,dropout_prob,learning_rate,hidden_size,EarlyStop,model,acc,dev_loss,running_time
2020-09-18 17:08:10.409864,300,500,200,0.5,0.001,300,3,Bi_A_Gru,0.8776666666666667,0.3831985920984694,0:06:27.431262
